,Unnamed: 0,店,日,時台,RECNO,加工ｺｰﾄﾞ,性別,年代,部門,AU,ﾗｲﾝ,ｸﾗｽ,JANｺｰﾄﾞ,商品名,規格名,売上数量,売上金額,見切数量,見切金額,特売数量,特売金額,ﾁﾗｼ,税抜定番売価
10866,10866,263,20170921,14,R20170921-40103872,非会員,不明,不明,1150,175,1,1,J4975645560140,豆華  よりぬき豆乳２００,２００ｇ,1,180,0,0,0,0,0,180
10867,10867,263,20170921,14,R20170921-40103874,P1NM20FBAFS,女性,40代,1210,211,2,1,J4902102123501,綾鷹にごりほのか,５２５ｍｌ,1,75,0,0,1,13,0,89
10868,10868,263,20170921,14,R20170921-40103874,P1NM20FBAFS,女性,40代,1150,169,1,3,J4908011535244,雪印メグ  濃厚ミルク仕立て抹茶ラテ,２００ｇ,1,130,0,0,0,0,0,130
10869,10869,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,115,5,0,J0217121000000,ブドウ,,1,597,0,0,0,0,0,1
10870,10870,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,119,8,1,J0219850000000,ブツカ  パツク,,2,738,0,0,0,0,0,475
10871,10871,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,119,4,2,J0219963000000,カーネーシヨン,,4,474,0,0,0,0,0,1
10872,10872,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,115,3,1,J0400150012050,２０セーキ梨  ２Ｌ,３２入りケース,1,157,0,0,0,0,0,158
10873,10873,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,115,8,0,J0400150018236,りんごバラ売り,,1,97,0,0,0,0,0,98
10874,10874,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1210,213,1,0,J4901085049464,伊藤園  緑茶カップ用,２０袋,1,256,0,0,0,0,0,256
10875,10875,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1110,115,9,7,J4902160423537,バナナ革命１本,,1,97,0,0,0,0,0,98
10876,10876,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1150,169,1,3,J4902705003125,明治  バンホーテンココア,５００ｍｌ,1,109,0,0,0,0,0,110
10877,10877,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1150,169,1,3,J4902720116213,森永マウントレーニアカフェラッテ,２４０ｍｌ,2,200,0,0,2,44,0,123
10878,10878,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1140,151,4,6,J4903110387244,ハム＆エッグサンド,ヤマザキ,1,229,0,0,0,0,0,229
10879,10879,263,20170921,14,R20170921-40103875,P3NR30GKDDS,女性,50代,1150,173,2,8,J4991593057105,山崎屋  きなこ団子  ３本入,,1,180,0,0,0,0,0,180
10880,10880,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1130,191,0,9,J0232870000000,オツクリ  （真アジ）,,1,290,0,0,1,7,0,1
10881,10881,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1140,152,2,2,J0252197000000,エビフライ（大）＜少量＞,,1,154,0,0,1,3,0,1
10882,10882,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1140,151,3,3,J0252572000000,だし香る玉子太巻き（３切）,,1,202,0,0,1,5,0,1
10883,10883,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1210,215,1,1,J4901990335126,東水  ごつ盛り  塩焼そば,カップ,1,95,0,0,1,17,0,113
10884,10884,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1120,126,9,1,J4902586039961,サラダにちょうどいいね。ロースハム,７０ｇ,1,174,0,0,1,5,0,180
10885,10885,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,163,4,1,J4903064100852,やまへい  野沢菜漬,２００ｇ,1,164,0,0,1,6,0,171
10886,10886,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,169,1,5,J4903080988960,ヤクルト  ヤクルト５本パック,６５ｍｌ×５,1,183,0,0,1,16,0,200
10887,10887,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,173,1,2,J4903110021322,ヤマザキあんぱん,,1,80,0,0,1,8,0,88
10888,10888,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,173,1,2,J4903110021407,ヤマザキメロンクリームサンド,,1,86,0,0,1,1,0,88
10889,10889,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,173,2,4,J4907585381738,藤高  やまと  おはぎ粒あん,３個入,1,98,0,0,1,11,0,110
10890,10890,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,173,2,4,J4907585381745,藤高  やまと  おはぎきな粒,３個入,1,98,0,0,1,11,0,110
10891,10891,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,169,1,2,J4908011521315,雪印メグ  毎日骨太１日分のカルシウム,２００ｍｌ,2,165,0,0,2,3,0,85
10892,10892,263,20170921,14,R20170921-40103876,P2SR00GHFES,女性,70代,1150,170,1,1,J4908011601307,雪印メグ  牧場の朝ヨーグルト生乳仕立,７０ｇ＊３,1,93,0,0,1,1,0,95
10893,10893,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1120,124,2,1,J0284138000000,国産豚肉モモ切り落とし,４００ｇ,1,355,0,0,0,0,0,1
10894,10894,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1120,124,2,1,J0284770000000,国産豚肉モモ切り落とし,４８０ｇ,1,416,0,0,0,0,0,1
10895,10895,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1110,110,2,2,J0400100013427,大根  Ｌ,,1,180,0,0,0,0,0,180
10896,10896,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1120,126,8,8,J4901003167089,くらしモア  ミートボール３個束,３６０ｇ,1,276,0,0,1,27,0,304
10897,10897,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1210,211,1,6,J4901306043141,カゴメ  野菜生活１００  オリジナル,７２０ｍｌ,6,946,0,0,6,155,0,184
10898,10898,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1150,163,9,1,J4902160210601,くらしモア  和風キムチ,５５０ｇ,1,247,0,0,1,37,0,285
10899,10899,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1150,173,1,2,J4903110084860,ヤマザキ  薄皮クリームパン,５個入,1,107,0,0,1,30,0,138
10900,10900,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1150,162,3,1,J4958293003276,オークワ  生芋板こんにゃく,２２０ｇ,1,94,0,0,1,27,0,123
10901,10901,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1110,110,3,2,J4967368960109,ナマシイタケ  ジバサン,,1,197,0,0,0,0,0,198
10902,10902,263,20170921,14,R20170921-40103878,P5WT20FHKBS,女性,50代,1150,162,1,3,J4970641004285,伊賀屋  もちもち絹厚揚げ,２枚入り,1,94,0,0,1,2,0,98
10903,10903,263,20170921,14,R20170921-40103879,非会員,不明,不明,1150,169,1,6,J4903009010475,日清ヨーク  十勝のむヨーグルト５Ｐ,６５ｍｌ×５,1,104,0,0,0,0,0,104
10904,10904,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,117,1,1,J0219655000000,セイサンシヤ５６,１コ,1,100,0,0,0,0,0,1
10905,10905,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1130,191,3,5,J0231608000000,テンネンブリ,,1,300,0,0,0,0,0,1
10906,10906,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1130,191,1,6,J0235320000000,湯だこ,,1,243,0,0,0,0,0,1
10907,10907,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1140,152,2,3,J0254303000000,串揚げ  ばら売り,,6,306,0,0,6,278,0,98
10908,10908,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1140,152,1,3,J0257009000000,ロールイカキリミ（ダイ）,,1,97,0,0,0,0,0,98
10909,10909,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1140,152,1,2,J0257014000000,天ぷら  ばら売り,,1,97,0,0,0,0,0,98
10910,10910,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,110,1,3,J0400100013021,キャベツ１／４,,1,78,0,0,0,0,0,78
10911,10911,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,115,8,0,J0400150018236,りんごバラ売り,,1,97,0,0,0,0,0,98
10912,10912,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1210,211,2,1,J4902160132477,ニチリウ  スーパープライス緑茶,５００ＭＬ,1,44,0,0,1,1,0,47
10913,10913,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1150,165,2,1,J4902160210113,くらしモアマルヤナギ  椎茸昆布,１１０ｇ,1,151,0,0,1,19,0,171
10914,10914,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1150,165,1,1,J4902553043250,フジッコ  お料理大豆水煮,１９５ｇ,1,97,0,0,1,2,0,100
10915,10915,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,115,9,7,J4968102011705,朝のしあわせバナナ,フクロ,1,97,0,0,0,0,0,98
10916,10916,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,110,2,3,J4982909705728,洋人参  袋,,1,97,0,0,0,0,0,98
10917,10917,263,20170921,14,R20170921-40103880,P1LP90GDGHS,女性,70代,1110,110,6,2,J4982909709283,ベビーポテト,１フクロ,1,97,0,0,0,0,0,98
10918,10918,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1110,117,1,1,J0211907000000,セイサンシヤ  １３５７,,1,119,0,0,0,0,0,1
10919,10919,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1140,151,3,3,J0255913000000,オークワ名物将軍巻き（ハーフ）,１パック,1,348,0,0,1,9,0,1
10920,10920,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1150,167,1,3,J4902150364055,ニッスイ  海からシーフードスティック,１０本入り,1,94,0,0,1,2,0,98
10921,10921,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1150,173,1,2,J4902410437222,フジ  大福みたいなホイップあんぱん,,2,195,0,0,2,20,0,108
10922,10922,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1150,172,6,1,J4902705102811,明治  ピーナッツクリーム,２２０ｇ,1,323,0,0,1,9,0,333
10923,10923,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1150,169,1,2,J4908011521285,雪印メグ  特濃,１０００ｍｌ,2,332,0,0,2,46,0,189
10924,10924,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,66,0,0,1,1,0,68
10925,10925,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1130,193,7,0,J4963877210018,＜占部水産＞洗いもずくカップ,８０ｇ＋３３ｇ,1,62,1,63,1,1,0,128
10926,10926,263,20170921,14,R20170921-40103881,P2QU70GHDCS,女性,60代,1130,193,7,0,J4963877210018,＜占部水産＞洗いもずくカップ,８０ｇ＋３３ｇ,1,62,1,63,1,1,0,128
10927,10927,263,20170921,14,R20170921-40103882,P6NW10FEKAS,女性,60代,1120,125,9,5,J0285486000000,国産若鶏手羽中,３２０ｇ,1,404,0,0,1,17,0,1
10928,10928,263,20170921,14,R20170921-40103882,P6NW10FEKAS,女性,60代,1120,125,9,0,J0285594000000,阿波地養赤どりもも切り身,２５０ｇ,1,324,0,0,1,161,0,1
10929,10929,263,20170921,14,R20170921-40103882,P6NW10FEKAS,女性,60代,1150,171,1,1,J4902160211899,くらしモア  低カロリーフレッシュ,５ｍｌ×１８,1,92,0,0,1,4,0,97
10930,10930,263,20170921,14,R20170921-40103882,P6NW10FEKAS,女性,60代,1210,216,1,0,J4902560320900,くらしモア  サラスパ,１６０ｇ,1,93,0,0,1,22,0,115
10931,10931,263,20170921,14,R20170921-40103882,P6NW10FEKAS,女性,60代,1110,110,5,5,J4982909839010,キャベツスライス  サンライズ,,1,92,0,0,1,4,0,97
10932,10932,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1130,191,0,6,J0232901000000,オツクリ  モリアワセ  （２点盛）,,1,497,0,0,0,0,0,1
10933,10933,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1120,120,0,7,J0280934000000,山形牛小間切れうすぎり,インストア,1,603,0,0,0,0,0,1
10934,10934,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1140,150,3,2,J4582129635791,国産野菜の２０品目サラダ,,1,189,0,0,0,0,0,189
10935,10935,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1150,173,1,2,J4902410296782,フジ  くるみあんぱん,１個,1,100,0,0,1,7,0,108
10936,10936,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1120,128,9,1,J4902807352213,韓の食菜  プルコギ,１４０ｇ,1,284,0,0,0,0,0,285
10937,10937,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1210,210,1,5,J4902887021689,テーブルランド  うす塩なめ茸,１２０ｇ,1,118,0,0,0,0,0,118
10938,10938,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1210,221,1,4,J4903101303727,ヤマモリ地鶏釜めし,２３３ｇ,1,178,0,0,1,30,0,209
10939,10939,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1150,173,1,3,J4903110023449,ヤマザキまるごとソーセージ,,1,100,0,0,1,7,0,108
10940,10940,263,20170921,14,R20170921-40103883,P8QT30FHKKS,女性,60代,1110,110,5,6,J4905217193896,緑豆もやし,アスナ,1,19,0,0,0,0,0,19
10941,10941,263,20170921,14,R20170921-40103884,P1LP90GDGHS,女性,70代,1150,166,2,1,J4902521009394,ハインツおはようポテト,６個入,1,308,0,0,0,0,0,308
10942,10942,263,20170921,14,R20170921-40103885,非会員,不明,不明,1150,173,1,2,J4901408005023,神戸屋サンミー,,1,108,0,0,0,0,0,108
10943,10943,263,20170921,14,R20170921-40103885,非会員,不明,不明,1150,173,1,2,J4903110022190,ヤマザキソフトフレッシュ,,1,88,0,0,0,0,0,88
10944,10944,263,20170921,14,R20170921-40103885,非会員,不明,不明,1150,173,1,2,J4903110476948,ヤマザキマーガリンサンドブール,１個入,1,97,0,0,1,10,0,108
10945,10945,263,20170921,14,R20170921-40103886,非会員,不明,不明,1110,119,8,2,J0219847000000,サカキ,,2,274,0,0,0,0,0,1
10946,10946,263,20170921,14,R20170921-40103887,非会員,不明,不明,1110,115,8,0,J0400150018236,りんごバラ売り,,10,972,0,0,0,0,0,98
10947,10947,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,213,1,0,J4901046621081,福寿園伊右衛門抹茶入り玄米茶,２００ｇ,1,357,0,0,1,21,0,379
10948,10948,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,213,1,0,J4901085014899,伊藤園  お～いお茶  宇治抹茶入玄米茶,２００ｇ,1,297,0,0,1,45,0,343
10949,10949,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,213,1,0,J4901085021033,伊藤園  ホームサイズ緑茶,１５０ｇ,2,595,0,0,2,90,0,343
10950,10950,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,212,1,0,J4901201113345,ＵＣＣ  職人の珈琲ＤＰマイルド,１８Ｐ,2,776,0,0,2,18,0,398
10951,10951,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,212,1,0,J4901201113352,ＵＣＣ  職人の珈琲ＤＰモカ,１８Ｐ,4,1552,0,0,4,37,0,398
10952,10952,263,20170921,14,R20170921-40103887,非会員,不明,不明,1210,212,1,0,J4901201113369,ＵＣＣ  職人の珈琲ＤＰスペシャル,１８Ｐ,4,1552,0,0,4,37,0,398
10953,10953,263,20170921,14,R20170921-40103887,非会員,不明,不明,1110,115,9,7,J4935850351100,スウイーテイオバナナ,１フクロ,3,592,0,0,0,0,0,198
10954,10954,263,20170921,14,R20170921-40103889,P4QW90FFABS,女性,60代,1210,216,1,3,J4902110340235,日清Ｆ  天ぷら粉,３００ｇ,1,97,0,0,1,50,0,148
10955,10955,263,20170921,14,R20170921-40103889,P4QW90FFABS,女性,60代,1110,110,6,2,J4982909709283,ベビーポテト,１フクロ,1,98,0,0,0,0,0,98
10956,10956,263,20170921,14,R20170921-40103890,P2WN70FGEDS,女性,50代,1110,110,5,1,J4515187130502,国産  ささがきごぼう水煮,１００ｇ,1,97,0,0,0,0,0,98
10957,10957,263,20170921,14,R20170921-40103890,P2WN70FGEDS,女性,50代,1110,110,5,1,J4535779000761,豚汁の具（清水物産）  １５０ｇ,,2,195,0,0,0,0,0,98
10958,10958,263,20170921,14,R20170921-40103890,P2WN70FGEDS,女性,50代,1110,110,5,1,J4535779000815,山菜ミックス水煮,,1,97,0,0,0,0,0,98
10959,10959,263,20170921,14,R20170921-40103890,P2WN70FGEDS,女性,50代,1110,110,5,1,J4535779000860,ぜんまい水煮  ８０ｇ,１８０日,1,97,0,0,0,0,0,98
10960,10960,263,20170921,14,R20170921-40103891,J2US50FFABS,女性,60代,1210,212,1,1,J4902201412315,エクセラ  カップコーヒー,４カップ,1,181,0,0,1,8,0,189
10961,10961,263,20170921,14,R20170921-40103891,J2US50FFABS,女性,60代,1150,173,1,0,J4902410102878,フジ本仕込食パン,８枚入,1,133,0,0,1,45,0,178
10962,10962,263,20170921,14,R20170921-40103891,J2US50FFABS,女性,60代,1150,168,2,2,J4967184621222,玉林園  てんかけラーメン,４５０ｇ,2,301,0,0,2,163,0,233
10963,10963,263,20170921,14,R20170921-40103891,J2US50FFABS,女性,60代,1110,110,2,2,J4982909709658,１次加工大根使いきりカット,,1,74,0,0,1,3,0,78
10964,10964,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1140,152,2,2,J0257616000000,北海道産秋鮭フライ（タルタル）小,,1,157,0,0,0,0,0,1
10965,10965,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1140,152,2,3,J0258001000000,ローストンカツ,,1,398,0,0,0,0,0,1
10966,10966,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1120,126,9,5,J0287932000000,ベーコンスライス（中）,８Ｋ,1,212,0,0,0,0,0,1
10967,10967,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1140,150,2,1,J0401520020248,☆レンコン  きんぴら（小）,,1,138,0,0,0,0,0,138
10968,10968,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1120,126,9,3,J4903150419998,御殿場高原こんがりバラ焼豚切落とし,１１５ｇ,1,278,0,0,0,0,0,278
10969,10969,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1210,217,1,4,J4973259071113,山城屋  京いりごま,５０Ｇ,1,147,0,0,1,10,0,158
10970,10970,263,20170921,14,R20170921-40103893,P2UR40FAAFS,女性,50代,1140,150,3,2,J4982909842126,グリーンサラダ,サンライズ,1,100,0,0,0,0,0,100
10971,10971,263,20170921,14,R20170921-40103894,P0MS90FHFFS,男性,70代,1210,214,1,3,J4902160122195,くらしモア  ふっくら名人切餅,１ｋｇ,1,598,0,0,1,200,0,798
10972,10972,263,20170921,14,R20170921-40103895,P4NM80GEABS,女性,60代,1150,176,1,1,J0267604000000,シキサイ  タクアン,,1,334,0,0,0,0,0,199
10973,10973,263,20170921,14,R20170921-40103895,P4NM80GEABS,女性,60代,1140,150,1,1,J4964767551846,松茸風味昆布,,3,940,0,0,0,0,0,313
10974,10974,263,20170921,14,R20170921-40103896,非会員,不明,不明,1210,211,1,7,J4901777278639,サントリー  プレミアムボス  ブラック,３９０ｇ,1,88,0,0,1,0,0,89
10975,10975,263,20170921,14,R20170921-40103896,非会員,不明,不明,1210,211,1,6,J4902102125734,ミニッツ１日分のビタミン,３５０ｍｌ,1,118,0,0,0,0,0,118
10976,10976,263,20170921,14,R20170921-40103896,非会員,不明,不明,1150,173,2,4,J4907585381745,藤高  やまと  おはぎきな粒,３個入,1,100,0,0,1,9,0,110
10977,10977,263,20170921,14,R20170921-40103898,P3MT10GEEGS,男性,80代,1120,124,5,2,J0288825000000,豚タン塩レモン,インストア,1,158,0,0,0,0,0,1
10978,10978,263,20170921,14,R20170921-40103898,P3MT10GEEGS,男性,80代,1110,110,1,2,J4580284593529,味濃いとまと,,1,398,0,0,0,0,0,398
10979,10979,263,20170921,14,R20170921-40103898,P3MT10GEEGS,男性,80代,1110,115,9,7,J4906701708879,ユウキバナナ,１フクロ,1,297,0,0,0,0,0,298
10980,10980,263,20170921,14,R20170921-40103898,P3MT10GEEGS,男性,80代,1150,169,1,1,J4972050010659,小岩井  農場３．７牛乳,１０００ｍｌ,1,268,0,0,0,0,0,268
10981,10981,263,20170921,14,R20170921-40103898,P3MT10GEEGS,男性,80代,1150,167,3,6,J4978521241690,村田蒲鉾  ふぐ入り唐揚げ,９０ｇ,1,178,0,0,1,10,0,188
10982,10982,263,20170921,14,R20170921-40103902,P9MW00FHDES,女性,80代,1110,115,5,4,J4571470925132,ピオーネ（赤熟れ）,房,2,1194,0,0,0,0,0,598
10983,10983,263,20170921,14,R20170921-40103902,P9MW00FHDES,女性,80代,1110,115,3,3,J4982909708316,コウスイナシ２コ,１パツク,2,1194,0,0,0,0,0,598
10984,10984,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1140,152,3,1,J0258098000000,さば竜田の甘辛和え,,1,297,0,0,0,0,0,1
10985,10985,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1150,170,1,3,J4562152083547,セイウ  くだものたっぷりみかんゼリー,２００ｇ,1,88,0,0,0,0,0,88
10986,10986,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1110,110,5,0,J4580251105106,ヤキイモ,,1,197,0,0,0,0,0,198
10987,10987,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1150,167,3,6,J4901530212436,紀文  切れてる厚焼き玉子焼,４切れ入り,1,100,0,0,0,0,0,100
10988,10988,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1210,211,2,1,J49151947     ,サントリー  黒烏龍茶３５０ＭＬペット,３５０ｍｌ,1,144,0,0,0,0,0,145
10989,10989,263,20170921,14,R20170921-40103903,P3LS80ACFAS,女性,60代,1150,173,2,8,J4958293007014,黒糖入りわらび餅,１８０ｇ,1,197,0,0,0,0,0,198
10990,10990,263,20170921,14,R20170921-40103905,P7WL40FCFDS,女性,60代,1120,122,3,3,J0282750000000,アンガスビーフモモミニステーキ,８０ｇ×３,1,534,0,0,0,0,0,1
