,Unnamed: 0,店,日,時台,RECNO,加工ｺｰﾄﾞ,性別,年代,部門,AU,ﾗｲﾝ,ｸﾗｽ,JANｺｰﾄﾞ,商品名,規格名,売上数量,売上金額,見切数量,見切金額,特売数量,特売金額,ﾁﾗｼ,税抜定番売価
10712,10712,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,3,5,J4908380384023,エノキ  （大）,,16,1082,0,0,0,0,0,68
10713,10713,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,0,5,J4908735319311,ヤツコネギ,フクロ,3,592,0,0,0,0,0,198
10714,10714,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,0,0,J4922315000000,コマツナ,,5,486,0,0,0,0,0,98
10715,10715,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,2,4,J4951290235008,白ネギ  束      （Ｌ）  ３Ｐ,,3,592,0,0,0,0,0,198
10716,10716,263,20170921,14,R20170921-30107606,非会員,不明,不明,1210,221,1,1,J49567953     ,ＳＢ  ラー油,３１ｇ,2,226,0,0,0,0,0,113
10717,10717,263,20170921,14,R20170921-30107606,非会員,不明,不明,1150,162,1,1,J4958293004914,オークワ  絹こしとうふ,３００ｇ,6,228,0,0,0,0,0,38
10718,10718,263,20170921,14,R20170921-30107606,非会員,不明,不明,1150,167,3,6,J4970050038895,一正  なめらかお魚厚揚げ,４枚入り,4,756,0,0,0,0,0,189
10719,10719,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,5,6,J4971080010301,根切りもやし  フロンティア,,2,156,0,0,0,0,0,78
10720,10720,263,20170921,14,R20170921-30107606,非会員,不明,不明,1210,221,1,1,J49716450     ,ハウス    山椒  瓶,１２Ｇ,2,589,0,0,0,0,0,295
10721,10721,263,20170921,14,R20170921-30107606,非会員,不明,不明,1150,167,3,6,J4971875230150,伍魚福  宇和島で作ったじゃこ天,３枚入,1,497,0,0,0,0,0,498
10722,10722,263,20170921,14,R20170921-30107606,非会員,不明,不明,1110,110,5,6,J4992993010073,名水美人  ケース,,4,137,0,0,0,0,0,35
10723,10723,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1130,191,4,0,J0231505000000,マサバ,,1,289,0,0,1,11,0,380
10724,10724,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1150,162,2,1,J4901160017234,おかめ納豆  旨味まろやか昆布だし納豆,４５ｇ×３,1,92,0,0,1,2,0,95
10725,10725,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1210,217,1,9,J4902378012936,ヤマナカ  紀州産  長ひじき,３０ｇ,1,279,0,0,1,9,0,288
10726,10726,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1120,126,9,3,J4902586043050,厚くて旨い  切り落とし焼豚,１２０ｇ,1,258,0,0,1,16,0,275
10727,10727,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1210,211,1,8,J4909411031923,キリン午後の紅茶ミルクティー,１．５ｌ,1,172,0,0,1,16,0,189
10728,10728,263,20170921,14,R20170921-30107608,P4LP30FHDCS,女性,80代,1110,110,0,1,J4997262001004,ホーレン草  大束,束,1,249,0,0,1,8,0,258
10729,10729,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1130,191,1,8,J0239562000000,アトランサーモンタンザク,,1,425,0,0,0,0,0,1
10730,10730,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1140,151,4,1,J0252291000000,煮込みハンバーグ＆エビフライ弁当,,1,497,0,0,0,0,0,1
10731,10731,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1120,123,8,1,J0283201000000,合挽きミンチ（解凍）,１９０ｇ,1,159,0,0,0,0,0,1
10732,10732,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1120,125,9,5,J0285949000000,国産若鶏肩小肉（ムネ）解凍,３００ｇ,1,278,0,0,0,0,0,1
10733,10733,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1150,173,1,7,J4525896001123,名方バタークリームロール,ゴゴ,2,193,0,0,0,0,0,97
10734,10734,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1150,172,4,2,J4902160211554,くらしモア  とろけるスライス７枚,１２６ｇ,1,168,0,0,1,21,0,189
10735,10735,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1150,173,1,3,J4902410324850,フジ  スナックサンド  タマゴ,２個入,2,200,0,0,2,35,0,118
10736,10736,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1150,162,1,1,J4958293004907,オークワ  木綿とうふ,３００ｇ,1,38,0,0,0,0,0,38
10737,10737,263,20170921,14,R20170921-30107610,P2QM20ACAES,男性,30代,1150,169,1,1,J4970290012549,いかるが  なにわの牛乳,１０００ｍｌ,1,157,0,0,1,22,0,180
10738,10738,263,20170921,14,R20170921-30107611,P3MS00FAHDS,女性,60代,1150,169,1,3,J4902720123396,森永  リプトンＣＲＥＡＭＹ紅茶ラテ,２４０ｍｌ,4,433,0,0,4,18,0,113
10739,10739,263,20170921,14,R20170921-30107611,P3MS00FAHDS,女性,60代,1150,170,1,4,J4903110255093,ヤマザキ  モンブラン,２個入,1,344,0,0,1,13,0,358
10740,10740,263,20170921,14,R20170921-30107611,P3MS00FAHDS,女性,60代,1150,164,4,3,J49386288     ,ロッテ  クーリッシュバニラ,１４０ｍｌ,2,170,0,0,2,36,0,103
10741,10741,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1110,117,1,1,J0215137000000,生産者,,1,144,0,0,0,0,0,1
10742,10742,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1130,191,3,4,J0232200000000,ハモ  （ホネキリ）,,1,310,0,0,1,12,0,1
10743,10743,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1210,212,1,5,J4901401040915,カンピー  ブルーベリージャム,７８０ｇ,1,286,0,0,1,131,0,418
10744,10744,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1210,220,1,0,J4901740151891,シマヤ  こんぶだしの素,８ｇＸ７,1,91,0,0,1,9,0,100
10745,10745,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1210,211,2,1,J4902102112109,コカ  爽健美茶,２Ｌ,2,245,0,0,2,132,0,189
10746,10746,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1150,173,1,0,J4902410102892,フジ本仕込食パン,５枚入,1,132,0,0,1,45,0,178
10747,10747,263,20170921,14,R20170921-30107612,P5UQ30GKKDS,女性,70代,1110,110,3,6,J4985761800006,ホクトマイタケ,１フクロ,1,94,0,0,1,3,0,98
10748,10748,263,20170921,14,R20170921-30107613,非会員,不明,不明,1150,173,1,0,J4901820161420,パスコ  超熟,５枚入,1,140,1,35,1,2,0,178
10749,10749,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1130,191,5,1,J0236080000000,シジミ,,1,223,0,0,1,6,0,1
10750,10750,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,176,1,1,J0267602000000,シキサイ  フルヅケ,,1,135,0,0,0,0,0,199
10751,10751,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1110,110,2,3,J0400100013489,人参,,1,37,0,0,1,0,0,38
10752,10752,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1110,115,9,6,J0400150014474,キウイフルーツ  粒,,1,94,0,0,1,2,0,98
10753,10753,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,170,1,3,J4562152083547,セイウ  くだものたっぷりみかんゼリー,２００ｇ,1,85,0,0,1,2,0,88
10754,10754,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,161,3,2,J4571364730231,デイリーエッグ  伊賀からの便り赤玉,１０コイリ,1,222,0,0,1,6,0,228
10755,10755,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1110,110,1,2,J4580284593529,味濃いとまと,,1,385,0,0,1,12,0,398
10756,10756,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,173,1,2,J4903110021322,ヤマザキあんぱん,,1,79,0,0,1,9,0,88
10757,10757,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,173,1,2,J4903110021346,ヤマザキ白あんパン,,1,85,0,0,1,2,0,88
10758,10758,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1110,110,4,2,J4908540220024,ピーマン  ３０イリ,ケース,1,94,0,0,1,2,0,98
10759,10759,263,20170921,14,R20170921-30107614,P6LS70GEABS,男性,60代,1150,170,1,2,J49410150     ,森永  焼プリン,１４０ｇ,1,94,0,0,1,2,0,98
10760,10760,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1130,191,0,1,J0232824000000,マグロ  スキミ,,1,398,0,0,0,0,0,1
10761,10761,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1130,193,3,0,J4562122301138,＜かね七＞小あじ開き,３枚,1,398,0,0,0,0,0,398
10762,10762,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,167,1,1,J4901320144190,カネテツ  神戸づくり蒲鉾  赤,９０ｇ,1,97,0,0,0,0,0,98
10763,10763,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1210,215,1,1,J4901990322737,東水  ミニ和歌山ラーメン,３７ｇ,1,94,0,0,0,0,0,95
10764,10764,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,173,1,0,J4902410148210,フジ  ライ麦食パン山型,３個入,1,118,0,0,0,0,0,118
10765,10765,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,167,2,2,J4902670002611,別寅  煮込みちくわ（大）,２本入り,1,157,0,0,1,39,0,198
10766,10766,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,169,1,1,J4902705126558,明治  おいしい牛乳,９００ｍｌ,2,436,0,0,2,20,0,228
10767,10767,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,164,2,1,J4902720089463,森永乳業  れん乳氷バー,５０ｍｌｘ７,1,195,0,0,1,25,0,220
10768,10768,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1150,173,1,2,J4903110024156,ヤマザキ  バゲット,１個入,1,107,0,0,0,0,0,108
10769,10769,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1130,191,7,2,J4903613031194,若女食品（株）  生つみれえび入り,ショクリュー,1,297,0,0,0,0,0,298
10770,10770,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1110,115,9,7,J4968102102274,カンジユクオウ,ケース,1,247,0,0,0,0,0,248
10771,10771,263,20170921,14,R20170921-30107615,P7PU80GJKAS,女性,70代,1210,215,1,1,J49698541     ,日清  チキンラーメンどんぶり,ミニカップ,1,94,0,0,0,0,0,95
10772,10772,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1120,124,2,1,J0284514000000,国産豚肉肩ロース切り落とし,２１０ｇ,1,329,0,0,0,0,0,1
10773,10773,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1120,125,9,0,J0285594000000,阿波地養赤どりもも切り身,２５０ｇ,1,358,0,0,1,154,0,1
10774,10774,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1110,110,2,1,J0400100013397,ハクサイ  １／２,,1,257,0,0,0,0,0,258
10775,10775,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1110,110,6,2,J0400100017661,ジャガイモ,,2,78,0,0,0,0,0,39
10776,10776,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,162,1,1,J4560279103957,男前豆腐店  男の３連チャン,８０ｇｘ３,1,132,0,0,0,0,0,133
10777,10777,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1130,191,1,7,J4582139340203,甘えびむき身Ｌ２４尾×１０Ｐ,ケイ低温,1,397,0,0,0,0,0,398
10778,10778,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,173,1,1,J4901820322838,パスコ  十勝バターレーズンスティック,６本入,1,178,0,0,0,0,0,178
10779,10779,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,173,1,1,J4901820382207,パスコ  ゆめちから小麦と米粉のロール,６個入,1,147,0,0,0,0,0,148
10780,10780,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1210,221,1,0,J4902402853900,ハウス  バーモントカレー  甘口,２３０ｇ,1,218,0,0,1,20,0,238
10781,10781,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1210,210,1,1,J4902560015011,はごろも  シーチキンＬ,１４０ｇ,2,456,0,0,0,0,0,228
10782,10782,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,172,4,1,J4902720105897,クラフト  カマン入り６Ｐチーズ,１０２ｇ,1,188,0,0,1,9,0,198
10783,10783,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
10784,10784,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,162,1,3,J4972812501050,ケーエス  べに花絹厚揚げ,６個入り,1,128,0,0,0,0,0,128
10785,10785,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1150,162,1,2,J4979475021352,やまみ  きざみあげ,５０ｇ,1,119,0,0,0,0,0,119
10786,10786,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
10787,10787,263,20170921,14,R20170921-30107616,P7NT70BCGKS,女性,30代,1130,193,3,3,J4993131850025,＜紀州田辺加工＞さんま桜干し,３枚,1,397,0,0,0,0,0,398
10788,10788,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1120,122,9,3,J0282114000000,アンガスビーフモモかたまり,３００ｇ,1,659,0,0,0,0,0,1
10789,10789,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1120,124,7,2,J0283561000000,カナダ三元豚ロースカツ用,１００ｇ＊２枚,1,175,0,0,0,0,0,1
10790,10790,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,164,4,3,J45096471     ,赤城  ソフチョコレート,１５０ｍｌ,2,176,0,0,2,29,0,103
10791,10791,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,168,2,2,J4548780511645,日清  私の一杯  鶏ゆず塩,１人前,2,376,0,0,2,18,0,198
10792,10792,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,164,4,3,J4901005379800,グリコパピコチョココーヒー,８０ｍｌ×２,2,176,0,0,2,29,0,103
10793,10793,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1210,211,1,4,J4902102113724,コカ・コーラ  アクエリアス,２Ｌ,1,128,0,0,1,61,0,189
10794,10794,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,164,4,4,J4902888347986,森菓  ふんわりホイップショコラ,１３５ｍｌ,1,107,0,0,1,5,0,113
10795,10795,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,169,1,5,J4903080748960,ヤクルト  ヤクルト１０本パック,６５ｍｌ×１０,1,368,0,0,1,31,0,400
10796,10796,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1150,170,1,2,J4971666409581,グリコ  プッチンプリン,６７ｇ×３,1,138,0,0,1,12,0,151
10797,10797,263,20170921,14,R20170921-30107617,P0RU30AHGCS,女性,40代,1110,110,5,5,J4979754810165,野菜革命  きのこ大好きニラ・もやし,２００Ｇ,1,139,0,0,0,0,0,139
10798,10798,263,20170921,14,R20170921-30107618,P3QP90FHCES,女性,60代,1110,115,5,0,J0217121000000,ブドウ,,1,597,0,0,0,0,0,1
10799,10799,263,20170921,14,R20170921-30107618,P3QP90FHCES,女性,60代,1110,115,5,4,J4571470925132,ピオーネ（赤熟れ）,房,1,597,0,0,0,0,0,598
10800,10800,263,20170921,14,R20170921-30107618,P3QP90FHCES,女性,60代,1210,222,1,0,J4901001131075,味の素  ふんわりたまごスープ,３４ｇ,1,278,0,0,1,54,0,333
10801,10801,263,20170921,14,R20170921-30107618,P3QP90FHCES,女性,60代,1140,151,3,3,J4939442000834,さば・さけ詰合せ（各２個入）,ベンケイ食品,1,380,0,0,0,0,0,380
10802,10802,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,151,4,2,J0251118000000,カルビ重,,1,498,0,0,0,0,0,1
10803,10803,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,152,5,3,J0251350000000,ポテトとベーコンのチーズ焼き,,1,297,0,0,0,0,0,1
10804,10804,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,151,4,2,J0257801000000,かつ丼,,1,398,0,0,0,0,0,1
10805,10805,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,151,4,3,J0401550033454,☆おにぎり（焼しゃけ）  ２便,,1,97,0,0,0,0,0,98
10806,10806,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,151,4,3,J0401550033492,☆おにぎり（日高昆布）２便,,1,97,0,0,0,0,0,98
10807,10807,263,20170921,14,R20170921-30107619,非会員,不明,不明,1140,151,4,3,J0401550033607,☆おにぎり（牛カルビ）,,1,97,0,0,0,0,0,98
10808,10808,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1110,117,1,1,J0212547000000,セイサンシヤ  ハンワ,,1,406,0,0,0,0,0,1
10809,10809,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1120,126,9,5,J0287932000000,ベーコンスライス（中）,８Ｋ,1,246,0,0,0,0,0,1
10810,10810,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1150,168,2,1,J4901990340687,マルちゃん  北海道産小麦の玉うどん,３食入り,1,97,0,0,1,10,0,108
10811,10811,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1110,115,5,1,J4908380457024,キヨホウ,,2,795,0,0,0,0,0,398
10812,10812,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1150,162,1,1,J4958293004556,オークワ  かためきぬこし,３３０ｇ,1,68,0,0,1,10,0,78
10813,10813,263,20170921,14,R20170921-30107620,P3NR90GKKKS,男性,60代,1110,115,9,7,J4968102102274,カンジユクオウ,ケース,1,247,0,0,0,0,0,248
10814,10814,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1140,153,1,3,J0251274000000,スナック,,1,366,0,0,0,0,0,1
10815,10815,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1120,124,4,1,J0284201000000,国産豚肉バラ焼肉用,２００ｇ,1,453,0,0,0,0,0,1
10816,10816,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1110,110,2,1,J0400100013403,ハクサイ  １／４,,1,138,0,0,0,0,0,138
10817,10817,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1150,169,1,3,J4560338752201,安曇野  タピオカミルクティー,２００ｇ,1,138,0,0,1,12,0,151
10818,10818,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1120,126,9,7,J4901861021059,扇型ソーセージ,８７ｇ,1,278,0,0,0,0,0,278
10819,10819,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1150,173,1,5,J4902410727200,フジ  ソフトマフィンケーキ,４個入,1,202,0,0,0,0,0,202
10820,10820,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1150,169,1,3,J4902720116237,森永マウントレーニアエスプレッソ,２４０ｍｌ,1,100,0,0,1,22,0,123
10821,10821,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1150,173,2,4,J4971294015727,明日香野  おはぎ（３色）,４個入,1,188,0,0,1,9,0,198
10822,10822,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1110,110,5,7,J4971613980477,国産竹の子スライス  クローバー,,1,197,0,0,0,0,0,198
10823,10823,263,20170921,14,R20170921-30107621,P6PM60GEABS,女性,70代,1110,110,4,8,J4990603271111,おくら,ネット,1,128,0,0,0,0,0,128
10824,10824,263,20170921,14,R20170921-30107622,P8WU30FBFHS,女性,70代,1150,169,1,7,J4902188022095,めいらく  有機無農薬大豆使用  豆乳,９００ｍｌ,1,200,0,0,0,0,0,200
10825,10825,263,20170921,14,R20170921-30107622,P8WU30FBFHS,女性,70代,1110,115,9,7,J4968102011705,朝のしあわせバナナ,フクロ,2,195,0,0,0,0,0,98
10826,10826,263,20170921,14,R20170921-30107623,P7UQ50FHEJS,男性,70代,1210,215,1,0,J4902105105566,くらしモア日清  みそラーメン,５食パック,1,200,0,0,1,7,0,208
10827,10827,263,20170921,14,R20170921-30107623,P7UQ50FHEJS,男性,70代,1210,219,1,4,J4902416640305,カクキュー  八丁味噌赤出しピロー,３００ｇ,1,237,0,0,0,0,0,238
10828,10828,263,20170921,14,R20170921-30107623,P7UQ50FHEJS,男性,70代,1210,222,1,1,J4902713123846,マルコメ  生みそ汁赤だししじみ汁,６食,1,100,0,0,0,0,0,100
10829,10829,263,20170921,14,R20170921-30107624,P0PQ20FHCAS,女性,70代,1130,193,5,0,J0230180000000,釜揚げしらす（小パック）,インストア,1,189,0,0,0,0,0,5
10830,10830,263,20170921,14,R20170921-30107624,P0PQ20FHCAS,女性,70代,1130,194,0,3,J4968666651379,（株）万城食品  しらす丼のたれ,８０ｍｌ,1,138,0,0,0,0,0,138
10831,10831,263,20170921,14,R20170921-30107624,P0PQ20FHCAS,女性,70代,1150,170,1,1,J49720464     ,明治  ブルガリアＹＯいちご,７５ｇ×４,1,157,0,0,0,0,0,158
10832,10832,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1110,110,6,6,J0210153000000,ナガイモ（カツト）,１パツク,1,120,0,0,0,0,0,1
10833,10833,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1110,115,8,0,J0400150018236,りんごバラ売り,,1,97,0,0,0,0,0,98
10834,10834,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1210,219,1,4,J4901912100771,タケヤみそ  カップ塩ひかえめ,７５０ｇ,1,368,0,0,1,12,0,380
10835,10835,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1210,216,1,1,J4902110319002,日清  リッチセレクト  ミートソース,２６０ｇ,2,436,0,0,2,20,0,228
10836,10836,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1210,216,1,0,J4902170117051,オーマイ  早ゆでペンネマカロニ,２００ｇ,1,94,0,0,1,5,0,100
10837,10837,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1210,210,1,1,J4902560015011,はごろも  シーチキンＬ,１４０ｇ,1,228,0,0,0,0,0,228
10838,10838,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1110,110,4,1,J4982909842416,茄子７００ｇ袋,フクロ,1,240,0,0,0,0,0,240
10839,10839,263,20170921,14,R20170921-30107625,P6UW00FFAAS,女性,60代,1130,193,2,2,J4994122606300,＜橋本水産＞干しかれい,２尾,1,297,0,0,0,0,0,298
10840,10840,263,20170921,14,R20170921-40073659,非会員,不明,不明,1210,211,2,1,J4901085192375,伊藤園おーいお茶  ほうじ茶,５２５ＭＬ,1,78,0,0,1,14,0,93
10841,10841,263,20170921,14,R20170921-40073660,P6LM80GKEFS,女性,70代,1140,152,4,4,J0251279000000,自社製肉餃子と旨豚焼売セット,,1,128,0,0,0,0,0,1
10842,10842,263,20170921,14,R20170921-40073660,P6LM80GKEFS,女性,70代,1140,151,4,2,J0257736000000,チユウカドン,,1,397,0,0,0,0,0,380
10843,10843,263,20170921,14,R20170921-40073660,P6LM80GKEFS,女性,70代,1210,211,1,1,J4902102072618,コカ・コーラ,５００ｍｌ,2,150,0,0,2,27,0,89
10844,10844,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1120,124,9,2,J0283517000000,カナダ三元豚バラかたまり,５００ｇ,1,957,0,0,0,0,0,1
10845,10845,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1130,193,3,0,J4562122301305,＜かね七＞あじ開き,２枚,1,398,0,0,0,0,0,398
10846,10846,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1150,167,4,4,J4901006251624,井村屋  肉まん,３個入り,1,147,0,0,1,30,0,178
10847,10847,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1150,167,4,4,J4901006251631,井村屋  あんまん,３個入り,1,147,0,0,1,30,0,178
10848,10848,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1210,216,1,3,J4902110041606,日清Ｆ  フラワー,５００ｇ,1,97,0,0,1,67,0,165
10849,10849,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1150,173,1,2,J4903110072119,ヤマザキ  薄皮白あんぱん,５個入,1,107,0,0,1,30,0,138
10850,10850,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1150,173,1,2,J4903110476948,ヤマザキマーガリンサンドブール,１個入,1,97,0,0,1,10,0,108
10851,10851,263,20170921,14,R20170921-40073662,P3TT00FAADS,男性,80代,1110,115,5,1,J4908380457024,キヨホウ,,1,397,0,0,0,0,0,398
10852,10852,263,20170921,14,R20170921-40073664,非会員,不明,不明,1210,211,2,1,J4901777300446,サントリー  緑茶伊右衛門,５２５ｍｌ,2,156,0,0,2,22,0,89
10853,10853,263,20170921,14,R20170921-40073664,非会員,不明,不明,1140,151,4,6,J4903110387091,４種のミックスサンド,ヤマザキ,1,229,0,0,0,0,0,229
10854,10854,263,20170921,14,R20170921-40073664,非会員,不明,不明,1140,151,4,6,J4903110388555,野菜サンド,ヤマザキ,1,229,0,0,0,0,0,229
10855,10855,263,20170921,14,R20170921-40073664,非会員,不明,不明,1110,115,9,7,J4906701802379,バナナ,,1,128,0,0,0,0,0,128
10856,10856,263,20170921,14,R20170921-40073664,非会員,不明,不明,1140,151,4,6,J4945442055576,クラブハウスサンド,オリエンタル,1,276,0,0,0,0,0,277
10857,10857,263,20170921,14,R20170921-40073665,P4PP60GKKDS,男性,70代,1210,211,1,1,J4901340228429,カルピス  カルピスソーダ,１．５Ｌ,1,189,0,0,0,0,0,189
10858,10858,263,20170921,14,R20170921-40073665,P4PP60GKKDS,男性,70代,1210,221,1,4,J4902475214073,ヒガシマル  ちょっとぞうすいとり,３食入,1,178,0,0,0,0,0,178
10859,10859,263,20170921,14,R20170921-40073665,P4PP60GKKDS,男性,70代,1210,221,1,4,J4902475214127,ヒガシマル  ちょっとぞうすいかに,２食入,1,178,0,0,0,0,0,178
10860,10860,263,20170921,14,R20170921-40073665,P4PP60GKKDS,男性,70代,1140,151,4,5,J4903412025080,小豆おはぎ,２個入り,1,238,0,0,0,0,0,238
10861,10861,263,20170921,14,R20170921-40073667,非会員,不明,不明,1210,211,2,1,J4901085192375,伊藤園おーいお茶  ほうじ茶,５２５ＭＬ,1,78,0,0,1,14,0,93
10862,10862,263,20170921,14,R20170921-40103872,非会員,不明,不明,1150,176,1,1,J0267604000000,シキサイ  タクアン,,1,200,0,0,0,0,0,199
10863,10863,263,20170921,14,R20170921-40103872,非会員,不明,不明,1110,110,1,1,J0400100012680,キユーリ  バラ,,1,57,0,0,0,0,0,58
10864,10864,263,20170921,14,R20170921-40103872,非会員,不明,不明,1110,115,9,7,J4968102011705,朝のしあわせバナナ,フクロ,2,195,0,0,0,0,0,98
10865,10865,263,20170921,14,R20170921-40103872,非会員,不明,不明,1150,170,1,1,J4971666409918,グリコ  朝食りんごヨーグルト,７０ｇ×３,1,151,0,0,0,0,0,151
